Tweet,Source Type,Source URL
"So, total vaksin yang sudah diterima oleh Indonesia baik dalam bentuk jadi ataupun bahan baku, sejumlah 276.960.670 dosis yang akan didistribusikan secara merata dari Sabang sampai Marauke. #VaksinasiMerata https://t.co/fmZceSQQrq",Twitter for Android,https://t.co/fmZceSQQrq
"Nah, kamu udah divaksin belum? Upaya pemerintah untuk #VaksinasiMerata dari Sabang sampai Merauke harus didukung oleh kita sebagai masyarakat untuk tidak pilah-pilih vaksin. Yuk segera divaksin, terutama untuk yang rentan seperti lansia",Twitter for Android,lansia
"Stok vaksin aman ga akan kekurangan karena semuanya sudah diperhitungkan, dikekola dengan baik. #VaksinasiMerata dari sabang sampai merauke https://t.co/vZq10OPS49",Twitter for Android,https://t.co/vZq10OPS49
"Btw, total sasaran vaksinasi Indonesia sejumlah 208,265,720, yang merupakan kelompok Tenaga Kesehatan, lanjut usia, petugas publik, masyarakat rentan, masyarakat umum dan usia 12-17 tahun. Jangan sampe ga vaksin lho yaaaa... 

#VaksinasiMerata dari Sabang Sampai Merauke",Twitter for Android,Merauke
"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19

Vaksin Sukseskan PON https://t.co/SrNDOBeELv",Twitter Web App,https://t.co/SrNDOBeELv
@takyahla Maknanya vaksin da selamatkan kita....da kompom tak kena korona la lepas ni...klau kena jugak buat penat je beratur g amik vaksin..vaksin utk tikus ke @ manusia tuu???,Twitter for Android,tuu???
"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19

Vaksin Sukseskan PON https://t.co/nHXUjjhxvJ",Twitter Web App,https://t.co/nHXUjjhxvJ
"Nunggu vaksin di Sosro, pas mau suntik mbak nya bilang kalau stok vakson dlm perjalanan. Apakah ini strategi marketing sosro buat yg nunggu vaksin haus trs beli minuman nya??",Twitter for Android,nya??
"*195 Warga Semarang Positif Covid, Setelah Di Vaksin*
 https://t.co/1re44AaDS1
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
Yup.. Nih sedih melihat negara Indonesia masih pandemi.. Untung nya tingkat kesadaran masyarakat dari Sabang Sampai Merauke sudah mulai meningkatkan guna untuk melakukan Vaksin #VaksinasiMerata https://t.co/4OrNwE7LHD,Twitter Web App,https://t.co/4OrNwE7LHD
gue dah vaksin kedua nya🤩,Twitter for Android,nya🤩
"Kapolsek, Kanit Bimas, Kanit Intel, Bhabinkamtibmas Polsek Srandakan dan Bintara Trecer Polsek Srandakan Monitoring Vaksin, Jenis Vaksin Sinovac Tahap I Anak Usia 12 atau Pelajar Sekolah Dasar Kapanewon Srandakan, Senin (4/10/2021). https://t.co/D3DIGaKGJx",Twitter for Android,https://t.co/D3DIGaKGJx
"@schfess hadirlah???? lagian no one cares about you, sorry. jadi mending kamu hadir terus vaksin biar sehat, gausah malu cuek aja",Twitter for Android,aja
"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19

Vaksin Sukseskan PON https://t.co/IZFjGrZEOe",Twitter Web App,https://t.co/IZFjGrZEOe
Hingga saat ini total vaksin yg diterima oleh Indonesia baik dalam bentuk jadi ataupun bahan baku sejumlah 276.960.670 dosis. Tentu ini akan terus di distribusikan dari Sabang sampai Merauke #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
"Pembelajaran Tatap Muka (PTM) Perlu Segera Dilakukan Guna Mendorong Kemajuan Prestasi Siswa Ditengah Pandemi Covid-19

Vaksin Sukseskan PON https://t.co/pEo9cqnzSS",Twitter Web App,https://t.co/pEo9cqnzSS
@Asteroboys @bertanyarl Monyed gua lagi vaksin!!,Twitter for Android,vaksin!!
"Vaksin ini nggak perlu distok macem makanan😀 Jadi, begitu vaksin sudah diterima pemerintah daerah, bisa langsung disuntikkan kepada masyarakat agar masyarakat dari Sabang sampai Merauke  bisa mendapat perlindungan maksimal #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Total vaksin yang sudah diterima Pemerintah Indinesia, mencapai 276.960.670 dosis dalam bentuk bahan jadi maupun bahan baku. Yang didistribusikan merata dari Sabang sampai merauke
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Pemerintah mengoptimalkan semua langkah untuk percepatan penyebarluasan vaksin ke seluruh daerah di Indonesia sampai masyarakat terpencil dan terluar. #VaksinasiMerata Sabang Sampai Merauke,Twitter Web App,Merauke
kenapa vaksin ku tidak berefek??? padahal ini vaksin ke 2 cuma kemeng doang di tangan,Twitter for Android,tangan
"@tubirfess Iya bener, habis vaksin astra pusing, mual, ga doyan makan, badan panas, nyeri tulang terus tangan bekas suntik sakit bangettttttttttt sampe berwujud begini tanganku🥲 https://t.co/8te5UDdHH1",Twitter for Android,https://t.co/8te5UDdHH1
"@styleinhere @tubirfess Aku dpt pfizer cuman pegel sm ngantuk bgt, besokannya emg aku muntah krn aku tidur mulu gak makan telat makan jd wajar muntah. Kayanya vaksin apapun tergantung imun badan jg temen ku yg vaksin dalam keadaan fit rata2 gak ada yang parah demam, mual, lemes gt",Twitter for iPhone,gt
Hlt! Halo disini yang penyintas udah pada dapet vaksin pfizer? Kipi nya rata rata apa ya? 🥺,Twitter for Mac,🥺
"Operasi Patuh Candi di Klaten, 22 Pengendara Terima Vaksin di Tempat
https://t.co/BcIc5RbS1q https://t.co/l799Z53Soa",TweetDeck,https://t.co/l799Z53Soa
"Operasi Patuh Candi di Klaten, 22 Pengendara Terima Vaksin di Tempat
https://t.co/vYIbvFSf8o https://t.co/oZtH5Vw2Sw",TweetDeck,https://t.co/oZtH5Vw2Sw
"Operasi Patuh Candi di Klaten, 22 Pengendara Terima Vaksin di Tempat
https://t.co/TXebi6s9PS https://t.co/wTNBZVKu9C",TweetDeck,https://t.co/wTNBZVKu9C
"@schfess hadir aja, gapapa kali nder drpada susah nyari daftar vaksin lagi",Twitter for Android,lagi
"Karena urusan vaksin udah sangat transparan, masyarakat bisa ikut serta mengawasi. Termasuk melaporkan  misal ada pelanggaran-pelanggaran... 

Semoga #VaksinasiMerata sukses dari Sabang Sampai Merauke ya, Gaes....",Twitter for Android,Gaes....
"Kedatangan vaksin yg kontinu menunjukkan stok vaksin di Indonesia aman &amp; mencukupi. Pemerintah optimis target #VaksinasiMerata 70% masyarakat Indonesia dari Sabang Sampai Merauke akan tercapai pada akhir 2021. 
Semoga ya, biar awal tahun baru kita udah lebih aman terlindungi",Twitter Web App,terlindungi
"denger denger ada org yg abis vaksin meninggal, tapi meninggalnya ditabrak truk",Twitter for Android,truk
"Mau bilang jadi mager tapi ga vaksin pun gue mager, jadi bukan side effect mager mah :3",Twitter for Android,:3
"Intinya harus jujur diawal, kalo baru + ya bilang baru positif :( kaya gue bulan akhir agustus ditolak gegara katanya belom 3 bulan dari awal juni :(( dan gatau si gegara kekebalan tubuh gue yang bagus apa gegara pernah + kemaren habis vaksin gue malah main sampe sore",Twitter for Android,sore
"@almanka @irwank2k2 @BuKasunNdeso @PUTRIEGGA @detikcom Dokter mgkn jg curiga itu ada hubungannya dgn vaksin. Tp dia ga akan berani jujur mbak.. Krn bahaya utk kelangsungan hidup dia.
Berarti skrg mbak hrs mulai utk lbh ""sadar"" thd perubahan2 lain di diri mbak stlh vaks. Klo bs, ga ush vaksin ke 2 aja.. Kecuali mbaknya mau coba2..",Twitter Web App,coba2..
Sejujurnya efek samping vaksin tuh tergantung kekebalan tubuh masing-masing orang ga si? Terus juga mungkin ada yang ga kuat atau gimana? Soalnya kemaren waktu ditanyain ada riwayat sakit apa aja juga kayanya bakal mempengaruhi deh? Kaya punya sesak/asma atau penyakit lain gitu https://t.co/Ru8W1pKrve,Twitter for Android,https://t.co/Ru8W1pKrve
"@dee_arif Iyes yuk vaksin 
#VaksinasiMerata
Dari Sabang Sampai Merauke",Twitter for Android,Merauke
"@divisihumaspolri
•
Vaksin terbukti ampuh lindungi kita dari dari Covid-19 termasuk mencegah gejala berat yang ditimbulkan akibat infeksi virus. Yuk, buruan vaksin. Vaksin aman dan halal. https://t.co/zd0BhOxctI",Twitter for Android,https://t.co/zd0BhOxctI
"5.489 Siswa SMP di Palangka Raya Telah Vaksin Covid-19 
 https://t.co/KnbgG1Qfek",TweetDeck,https://t.co/KnbgG1Qfek
"Via @raratitihhh 💉Vaksin Covid 19 di BigMall
Tgl 11 Oktober 2021
Syarat, jadwal &amp; link cek foto.
Link : https://t.co/jCkfJRPPzW

#Samarinda  https://t.co/7jE81zCLZP",Twitter for Android,https://t.co/7jE81zCLZP
"KPK semakin profesional
Vaksin Sukseskan PON https://t.co/5LGG3oA5T8",Twitter for Android,https://t.co/5LGG3oA5T8
"@schfess belum masih sesii, katanya sih habis vaksin dosis 2 semuaa langsung full. semoga aja",Twitter for Android,aja
"@hooniheart kambekk, kamu udh vaksin belum?",Twitter for Android,belum?
"Biar #VaksinasiMerata dari Sabang sampai Merauke, setiap vaksin yg tiba di Indonesia bakal melalui tahapan klinis &amp; pengemasan ulang.

Ini demi keamanan vaksin sebelum akhirnya didistribusikan. https://t.co/txCrieWfOz",Twitter for Android,https://t.co/txCrieWfOz
"Data stok vaksin bisa diakses oleh publik, jadi lebih transparan dan bisa dikawal. Untuk menghindari hal hal yang ga diharapkan #VaksinasiMerata dari sabang sampai merauke https://t.co/1pawYMi4cS",Twitter for Android,https://t.co/1pawYMi4cS
"@iyzulyuliant @JogjaUpdate Sama2 Om. Untuk tanggal yg lain, kurang tau. Coba aja dicek lgsg ke SCH pas 30 hari setelah vaksin pertama.",Twitter for Android,pertama.
"@Rohmahdg Betul, pelan2 #VaksinasiMerata dari Sabang sampai Merauke terasa yaa, makin banyak yang udh suntik vaksin di daerah2 juga",Twitter Web App,juga
"@HYBEBigHiit iya ini lagi maem, kamu udah vaksin?",Twitter for Android,vaksin?
"Sahabat sehat CITO, Jangan biarkan ketakutan pada jarum suntik membuat kamu tidak jadi disuntik vaksin Covid-19.

Yuk simak tips berikut
untuk mengatasi rasa takut jarum saat disuntik.

Share dan tag temenmu juga dong sahabat sehat CITO https://t.co/cm4l1mW6F4",TweetDeck,https://t.co/cm4l1mW6F4
"Lalu, hari Minggu 3 Oktober 2021, Indonesia kembali kedatangan vaksin tahap ke-84 bantuan dari pemerintah Amerika Serikat dengan 800.280 dosis vaksin Pfizer.

Wow, Pfizer banyak nih persediaannya. Ini untuk membuktikan #VaksinasiMerata dari Sabang sampai Merauke.",Twitter for Android,Merauke.
Sebanyak 276.960.670 dosis vaksin sudah ditreima Indonesia baika dalam bentuk jadi atau bahan baku. Dan akan didistribusikan secara merata dari Sabang Sampai Merauke #VaksinasiMerata,Twitter Web App,#VaksinasiMerata
"@deahpngst Yaahhh Aku jadi sedih nih 😭. Padahal naik Grab aman &amp; nyaman loh, Kak krn udah pake prosedur GrabProtect, hampir 100% driver udah vaksin😊. Bahkan ada diskon 15%  Paket Rp1rb Unlimited Grab. Cek info detailnya di link 👇👇💚 - Tita
https://t.co/eqopJ4ShqA",Twitter for Android,https://t.co/eqopJ4ShqA
"@FionazIsza Kapan ya anak di bawah 12 tahun bisa vaksin? Atau memang tidak perlu?

#VaksinasiMerata dari Sabang sampai Merauke",Twitter for Android,Merauke
"@ihuggedjay baru pertama ni je,kamu udah vaksin?",Twitter for Android,vaksin?
"@rizkidwika Jujur gue perokok berat 20 batang sehari, Alhamdulillah 2 kali vaksin Pfizer tak ada gejala demam, cuma pegal area suntik 3 harian. Mungkin karena gue punya antivirus sekaligus booster immune. 😊 tapi gue ga mau bela para perokok karena suatu saat gue akan stop merokok 😂😂😂",Twitter for Android,😂😂😂
efek vaksin ak jadi mau berendam dengan uang,Twitter for Android,uang
min boleh info dong vaksin dosis pertama di bandung.. 🙏@PRFMnews @infobdg,Twitter Web App,@infobdg
"Minggu 3 oktober 2021, Indonesia kedatangan vaksin ke 84 dari bantuan Pemerintah Amerika Serikat sebesar 800.280 dosis vakin Pfizer 
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@dailydhis Sabar ya, Kak🙏. Grab siap menunggu kapan pun Kakak order, selain udah pake prosedur GrabProtect, hampir 100% driver udah vaksin😊. Bahkan ada diskon 15%  Paket Rp1rb Unlimited Grab. Cek info detailnya di link 👇👇💚 - Tita
https://t.co/eqopJ4AG20",Twitter for Android,https://t.co/eqopJ4AG20
"Sebagian keluargaku menerima vaksin Sinovac, sedangkan teman-teman kebanyakan AstraZeneca. Nantinya aku bakalan dapat vaksin apa ya? Apa aja deh ga pilih-pilih 😉
Yang penting sukseskan #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
@PLindungi Saya hari ini mau vaksin tp pas register kata petugasnya ga bisa karna NIKnya terbaca udh pernah register atas nama adik saya. Solusinya gmn ya min?,Twitter for Android,min?
"jumlah vaksin bayi yang sudah didropping ke Banyumas kurang lebih ada 25.000 dosis. Rinciannya DPT dan Hepatitis B 3.000 dosis, MR 10.000 dosis dan Polio  https://t.co/sHPAdSmSZE",Twitter for Android,https://t.co/sHPAdSmSZE
"UNTUK MAKLUMAN

Aktiviti dine-in dibenarkan untuk pelanggan yang telah lengkap vaksin di lokasi R&amp;R PLUS terpilih sahaja seperti di dalam visual

#KitaJagaKita #SatuPembelianSeribuHarapan
#OrderDiSini https://t.co/s4tcFx0Cr8",Twitter Web App,https://t.co/s4tcFx0Cr8
"Ga usah pilah pilih vaksin ya.. kecuali untuk kondisi tertentu seperti lansia, anak 12 tahun ke atas, dan ibu hamil.. semua dari  Sabang Sampai Merauke harus #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"@khairul_hafidz @Khairykj Kat twitter ni jarang npk antivac doc. kena g kat fb. Harian Metro punya komen, sebut vaksin je masing2 menggelupur jadi terpaling pengkaji covid 🤷🏻‍♀️",Twitter for Android,🤷🏻‍♀️
"Setelah kedatangan vaksin tahap 84 sebanyak 800.280 Pfizer dari Amerika Serikat, total vaksin yang sudah diterima Indonesia menjadi 276.960.670 dosis baik bentuk jadi maupun bahan baku.

Kita optimis #VaksinasiMerata dari Sabang Sampai Merauke akan terealisasi dengan baik",Twitter for Android,baik
"HUT Ke-76 TNI, Dandim 0606/Kota Bogor Roadshow Vaksin dan Berikan Bantuan https://t.co/UOtSrWgZB2",dlvr.it,https://t.co/UOtSrWgZB2
"Nah, buat teman-teman yang belum divaksin, yuk segera vaksin agar kita bisa kembali menjalani hidup dengan normal lagi #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"@MeliEngku Sama dongs! Aku juga udah vaksin kedua. 

Mudah2an membantu mensukseskan #VaksinasiMerata dari Sabang sampai Marauke. Aamiin!",Twitter for iPhone,Aamiin!
"@Rradycxx emngg itu si efek vaksin,yg lain jga gtu ra",Twitter for Android,ra
"Catet nih para tweps  kota nya: Pontianak, Berau, Samarinda, Palangkaraya, Padang, Palembang, Pangkal Pinang. Kita bisa juga loh memantau tiap pendistribusian vaksin dari Sabang Sampai Merauke 
#VaksinasiMerata https://t.co/k2s158qgfw",Twitter for Android,https://t.co/k2s158qgfw
@MZAusj @AliAizuddin @nizamscx @mfahm1y @Khairykj My cousin pernah kena polio masa kecil sebab dia tinggal dgn datuk saya. Datuk saya x bawa pi vaksin alasan takut demam. Few years lepas tu dia kena polio. Lama juga la duduk hospital.,Twitter for Android,hospital.
close dlu yaa mau vaksin,Twitter for Android,vaksin
"Sekedar info nih Tweeps, pada 2 Oktober 2021 vaksin tahap 83 datang 600.000 dosis AstraZeneca tiba di Indonesia. Dan pada 3 Oktober masuk 800.280 dosis Pfizer. Semoga vaksinasi cepat terlaksana dari Sabang sampai Merauke berjalan lancar dan merata. #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
ALHAMDULILLAH SELESAI NIH VAKSIN KE SATU SAMA KE DUA NYA hwhwhhw,Twitter for Android,hwhwhhw
Aku mah Terima saja yang diberikan oleh petugas vaksin Khan semua vaksin itu bagus dan aman. Sehingga saya punya imunitas #VaksinasiMerata https://t.co/yJF20REbkG,Twitter Web App,https://t.co/yJF20REbkG
"Indonesia kedatangan stok vaksin secara berkala. Jd insya Allah stoknya aman ya.  Kl mau vaksin segera ke pusat layanan kesehatan biar segera mendapatkan vaksinasi. 

Optimis sih target vaksinasi 70% tercapai akhir th 2021 ini.

#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
@StopPlandemit Lansia ga usah dipaksa vaksin..toh PPKM gini mrk jg ga kemana2.,Twitter for Android,kemana2.
"Rakyat Malaysia yang mahu ke luar negara kini tidak perlu lagi memohon My Travel Pass (MTP) apabila populasi dewasa di negara ini mencapai kadar 90 peratus vaksinasi lengkap.

#vaksin #vaksincovid19 #luarnegara 

https://t.co/bZgRXKL4yq",Twitter Web App,https://t.co/bZgRXKL4yq
"*2 Pejabat Kecamatan Subang Meninggal, Sempat di vaksin sebelumnya*
 https://t.co/PkJCCVOKK4
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
"*Pemuda di Jakarta Meninggal Setelah di Vaksin* (6 Mei’21)
 https://t.co/LpIBKo8Tl2
🆙
#TiadaHariTanpaRuwet
#TiadaHariTanpaRuwet",Twitter for Android,#TiadaHariTanpaRuwet
Sertifikat telah divaksin ditunjukkan sebagai syarat membeli tiket kapal ke Sabang. #publisherstory https://t.co/UqnfTd2KJB,dlvr.it,https://t.co/UqnfTd2KJB
"Salah seorang dari 645 ribu penerima vaksin di PPV @wtcklofficial , dari dos pertama smpai dos kedua, smooth je perjalanan terima vaksin 👍 https://t.co/HbiL08NjQe",Twitter for Android,https://t.co/HbiL08NjQe
"Buat gue, vaksinasi itu bentuk ikhtiar kita loh biar gak terpapar Covid-19. Yang penting jujur soal kondisi kesehatan kita pas screening sebelum vaksin. #VaksinasiMerata dari Sabang sampai Merauke 🇮🇩",Twitter Web App,🇮🇩
"@yohana_pitaa Biar tetep aman sampe tujuan, langsung pesen GrabBike aja Kak. Selain udah pake prosedur GrabProtect, hampir 100% driver udah vaksin. Bahkan ada diskon 15%  Paket Rp1rb Unlimited Grab. Cek info detailnya di link:https://t.co/eqopJ4AG20 😉💚 - Susan",Twitter for Android,Susan
"@ImaSatrianto Betul sekali mbak, saya juga woro-woro di WA grup keluarga supaya vaksin dan gak usah takut agar #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Kedatangan vaksin tahap 81 dr Pfizer ini akan di sebarkan ke Kalimantan Barat (Pontianak), Kalimantan Utara melalui Berau, Kalimantan Timur (Samarinda), Kalimantan Tengah (Palangkaraya), Sumatera Barat (Padang), Sumatera Selatan (Palembang), serta Bangka Belitung
#VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"@tubirfess Tpi alhamdulillah aku sekeluarga  udh vaksin dosis kedua az, gak kenapa-kenapa dan gak ngalamin gejala² setelah suntiknya. Walaupun denger² efek dri orng lain yg begini begitu, mamaku cuma bilang ""kita ikhtiar aja""",Twitter for Android,"aja"""
"@herricahyadi Alhamdulillah udah vaksin ya, aamiin. Sehat2 terus mas",Twitter for Android,mas
"Kedatangan vaksin yang berkesinambungan ini  menunjukkan stock vaksin dari Sabang sampai Merauke aman, dan mencukupi. Jadi angin segar juga ya, optimis target vaksinasi 70% masyarakat Indonesia bisa tercapai pada akhir 2021 #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"vaksin kedua ✅

yipiiee",Twitter for iPhone,yipiiee
"Hihihi, hari gini nda keren klo nda vaksin ya Ka 😉 #VaksinasiMerata https://t.co/Qz0c7P6Njl",Twitter for Android,https://t.co/Qz0c7P6Njl
"ini jg katanya abis vaksin mau sekolah offline semuanya, mana dah kok masih pake ganjil genap",Twitter for Android,genap
"PENUGASAN KAWALAN KESELAMATAN DI PUSAT PEMBERIAN VAKSIN (PPV)

3 Oktober 2021 (Ahad)

Tempat :
1) Dewan Jubli Intan Sultan Ibrahim
2) Dewan Kejora Bandar Penawar
3) Dewan Kejora Bandar Tenggara

-UMR Kota Tinggi | PTU Azlan- https://t.co/CR1kAUEP7O",Twitter for Android,https://t.co/CR1kAUEP7O
di sekolahan gue aneh masa adkel gue udah pada vaksin cuma kls gue doang yg blm,Twitter for Android,blm
"@ssamgyeobsal okeee siap, kmu hbs di vaksin lgsg bersemangat spertinya🏃🏃",Twitter for Android,spertinya🏃🏃
"Pertama vaksin dapet yg moderna🙂...dari cerita temen2 yg dapet ini wow sekali...sehat2 ya badan semoga efeknya gk smpek parah dan berhari2..🥺🥺
soalnya dah msuk list order smpek weekend😭😭",Twitter for Android,weekend😭😭
"gara2 kmrn w nyimpen kartu vaksin di sleve pc, tmn"" w tadi pada ngikut dikasih sleve anjir mantap 😩",Twitter for Android,😩
"Setelah vaksin Pfizer, di tanggal yg sama (2 Oktober),vaksin tahap ke-83 dengan jumlah 600.000 dosis AstraZeneca tiba di Indonesia.

Vaksin ini merupakan bagian dari 3 juta dosis dose-sharing (berbagi dosis) dari pemerintah Perancis.

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Ayo Segera Vaksin !!!

Vaksin di Jamin Aman dan Halal..

Jangan Mudah Percaya dengan berita berita Hoax yang tidak Jelas Sumbernya .....

Virus Covid-19 belum Hilang segera bentengi diri anda dan Keluarga dengan Vaksin... https://t.co/1aPenKEjtR",Twitter Web App,https://t.co/1aPenKEjtR
"Baru di tinggal vaksin bentar, twitter udh beda lagi yg rame",Twitter for Android,rame
"Gajadi vaksin njem, abis covid ga boleh🛐",Twitter for Android,boleh🛐
"@yangmuliaks gy istirahat nieh,abis vaksin,yup kamu juga🤩!",Twitter for Android,juga🤩!
"@Rosefrver Abis vaksin pertama pusing doang sama ngantuk mulu anjir, gatau efek vaksin atau emang gue nya aja pelor",Twitter for Android,pelor
"Sedangkan pada 3 Okt 2021, dr bantuan pemerintah Amerika Serikat, kita kedatangan 800.280 dosis vaksin Pfizer. Jumlah ini masuk vaksin tahap ke-84. Semoga bisa menambah cakupan vaksinasi dari Sabang sampai Merauke ya. Aamiin

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Sabtu 2 Oktober 2021, vaksin tahap ke 83 mencapai 600.000 dosis Astrazaneca tiba di Indonesia. Vaksin ini merupakan bagian dari 3 juta dosis dose sharing dari pemerintah Perancis
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Setiap vaksin yang tiba di Indonesia dipastikan akan melalui tahapan klinis dan pengemasan ulang untuk keamanan vaksin sebelum akhirnya nanti di distribusikan dari Sabang Sampai Marauke #VaksinasiMerata,Twitter for Android,#VaksinasiMerata
"Atau bisa juga make skema ke dua, dari pemerintah pusat langsung ke pemerintah kota atau kabupaten. Ya, biar cepet. Agar semua dari Sabang sampai Merauke merasakan manfaat vaksin #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
@notttttthingggg Ih do'ain aku besok mau vaksin,Twitter for Android,vaksin
"Teman² bisa juga lho cek data vaksin, karena data terkait stok vaksin nasional sampai ke level kota atau kab bisa di akses oleh publik. Jadi kita semua bisa mengawal program vaksin Indonesia dan mencegah tdk terjadinya politisasi

#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Minggu, 3 Oktober 2021 Indonesia kembali kedatangan vaksin Pfizer tahap 84 sebanyak 800.280 dosis. Merupakan bantuan dari pemerintah Amerika Serikat #VaksinasiMerata",Twitter Web App,#VaksinasiMerata
"@vikakurniawati Tempat vaksin nyaman kayaknya, horeee akhirnya selesai vaksin ke 2 sdh bisa jalan2 keliling Nusantara dari Sabang sampai Merauke donk kak 🎉🎉 
#VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"vaksin kedua ko rasanya sama ae kek vaksin kesatu?? SJSHSJHSJSH yh iy lah yh org sama sama di colok jarum:D tp yg kedua g terlalu sakit, gtw agy ntar pas maw bobo gmn:D",Twitter for Android,gmn:D
ingetin tgl 8 gue vaksin kedua...,Twitter for Android,kedua...
"Ternyata fantastis banget ya, pemerintah Indonesia tuh sudah mendatangkan 276.960.670 dosis vaksin dalam bentuk baku maupun jadi ke pelosok tanah air dari Sabang Sampai Merauke guna #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
"Lagi vaksin ke-2 di puskesmas

Batch vaksin ke-1 dapetnya pfizer dong",Twitter for Android,dong
"Seperti yg kita ketahui bhwa vaksin covid-19 byk jenisny. Tp pemerintah menegaskn agar masyarakat tdk pilih² vaksin &amp; segera di vaksinasi agar penyebaran program vaksinasi ini bsa segera merata, terutama utk mereka yg rentan sprti lansia utk bisa menerima vaksin #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Tegang bgt di vaksin https://t.co/tKPxXPFEM9,Twitter for Android,https://t.co/tKPxXPFEM9
"Sekalinya dpt tmpt vaksin, jauh bett",Twitter for Android,bett
alhamdulillah beres vaksin ke 2,Twitter for Android,2
"@lybrasite wkwkwk jangan lupaa istirahat yaa kak, kaloo di aku lebih berasa yang pertamaa, kalo yang kedua, baru sehari vaksin aja udh bisa ngedance thrill ride😭",Twitter for iPhone,ride😭
"Urusan vaksin ini emang ga kaleng-kaleng,gaes.
Pemerintah komit banget terapkan prinsip transparansi+saling kontrol mengelola vaksin.Mulai dari pengaturan kedatangan vaksin, proses distribusi hingga pengaturan ketentuan penyuntikan.

Demi #VaksinasiMerata
 Sabang Sampai Merauke",Twitter for Android,Merauke
@imcyarea efek vaksin nih,Twitter for Android,nih
Ngantuk abis vaksin,Twitter for iPhone,vaksin
sy habis vaksin,Twitter for Android,vaksin
"Niate vaksin, tapi gagal yowislah gak sido.",Twitter for Android,sido.
Meninjau Gerai Vaksin Presisi Polri https://t.co/NUOormfUnx,Twitter for Android,https://t.co/NUOormfUnx
"@DisdukcapilBdg Min saya mau daftar vaksin, tapi nik saya tidak ada di data disduk",Twitter for Android,disduk
@UN1TY_Official aku abis vaksin min akhirnyaaa,Twitter for Android,akhirnyaaa
"@princejakeuu mangats cuk jangan takut, btw vaksin ke brp? klo ke 2 kata gw ga kerasa kek yg ke 1 dh",Twitter for Android,dh
"Bhabinkamtibmas Kelurahan Kerobokan Kaja Bripka I Gede Eka Pratama SH. atensi  kegiatan vaksinasi massal dosis 2, jenis Vaksin Astra Zeneca  yang  di gelar  di Pustu Dalung, Desa Dalung, Kecamatan Kuta Utara, Kabupaten Badung, Senin (4/10). https://t.co/P5J8MdBoWx",Twitter for Android,https://t.co/P5J8MdBoWx
Meninjau Gerai Vaksin Presisi Polri https://t.co/do2jElZiFB,Twitter for Android,https://t.co/do2jElZiFB
"Gw awalnya ga mikirin dapet vaksin apa yg penting vaksin

Tp kok jd sedih kalo mau keluar negri gbs sin0vac :( i mean kalo bbrp taun ke dpn gw ada rejeki bisa vacation ke jepun, trus ditolak grgr vaksin sin0vac kan sedih..",Twitter for Android,sedih..
"Iyes jangan pilah-pilih vaksin, dijamin semua aman
#VaksinasiMerata
Dari Sabang Sampai Merauke https://t.co/z6mgPcwxMb",Twitter for Android,https://t.co/z6mgPcwxMb
"Vaksin tahap 81 dari Pfizer ini juga akan di sebarkan ke Kalimantan Barat, Utara, Timur, dan Tengah serta  Sumatera Barat, Selatan dan Bangka Belitung yang pasti semua wilayah dari Sabang sampai Merauke terdistribusi vaksin #VaksinasiMerata",Twitter for Android,#VaksinasiMerata
Cari penyakit. Kau duduk dediam terima vaksin tu kan lagi senang. https://t.co/OUkQegzV9r,Twitter for iPhone,https://t.co/OUkQegzV9r
